"Year","Property_Name","Portfolio_Manager_ID","Street_Address","City","Province","Postal_Code","Country","Property_Type_Raw","GFA_sqft","Weekly_Operating_Hours","Electric_Grid_kWh","Natural_Gas_m3","Total_Energy_ekWh","EUI_ekWh_sqft","Total_GHG_kg","GHG_Intensity_kg_sqft"
2024,"#11 Police Division",35000256,"2054 DAVENPORT RD","Toronto","Ontario","M6N 1C8","Canada","Police Station",62000,"168",1069237.33,42259.56,1520569.4308,24.5253134,113257.73466,1.82673765580645
2024,"#12 Police Division",35000257,"200 TRETHEWEY DR","Toronto","Ontario","M6M 5E6","Canada","Police Station",25780,"168",702365.46,9985.35,809008.998,31.3812644685803,40252.82115,1.56139725174554
2024,"#13 Police Division",35000258,"1435 EGLINTON AVE W","Toronto","Ontario","M6C 3Z4","Canada","Police Station",20344,"168",506566.25,31468.53,842650.1504,41.4200821077468,75648.03363,3.7184444371805
2024,"#14 Police Division",35000259,"350 DOVERCOURT RD","Toronto","Ontario","M6J 2C2","Canada","Police Station",64200,"168",1422277.38,29327.38,1735493.7984,27.032613682243,99006.21838,1.54215293426791
2024,"#51 Police Division",35000268,"51 PARLIAMENT ST","Toronto","Ontario","M5A 4L2","Canada","Police Station",56000,"168",1329777.96,158611.23,3023745.8964,53.9954624357143,344585.51163,6.15331270767857
2024,"#52 Police Division",35000269,"255 DUNDAS ST W","Toronto","Ontario","M5T 2W5","Canada","Police Station",71677,"168",1163785.42,49665.65,1694214.562,23.6367950946608,130321.27625,1.81817425743265
2024,"#53 Police Division",35000270,"75 EGLINTON AVE W","Toronto","Ontario","M4R 2G9","Canada","Police Station",52183,"168",656462.72,54724.4,1240919.312,23.7801451047276,124819.454,2.3919562692831
2024,"#55 Police Division",35000272,"101 COXWELL AVE","Toronto","Ontario","M4L 3B3","Canada","Police Station",23519,"168",506037.43,16178.37,678822.4216,28.8627246736681,46259.77167,1.96691065393937
2024,"175 Memorial Park Ave",34999089,"175 MEMORIAL PARK AVE","Toronto","Ontario","M4J 2K5","Canada","Office",6394,"70",77099.26,8509,167975.38,26.2707819831092,18658.7668,2.91816809508915
2024,"275 Merton St",34999096,"275 MERTON ST","Toronto","Ontario","M4S 1A7","Canada","Office",66747,"70",374376.38,134213.4,1807775.492,27.0839961646216,269055.2328,4.03097117173805
2024,"50 Richmond St. E",35000112,"50 RICHMOND ST E","Toronto","Ontario","M5C 1N7","Canada","Office",13800,"100",76759.95,11771.67,202481.3856,14.672564173913,24916.17657,1.80552004130435
2024,"51 Lisgar",34999099,"51 LISGAR ST","Toronto","Ontario","M6J 0B9","Canada","Office",10053,"70",122950.92,12375.42,255120.4056,25.3775396001194,27461.70942,2.73169296926291
2024,"53 Strachan Ave",34999100,"805 WELLINGTON ST","Toronto","Ontario","M5V 1G8","Canada","Office",49213,"100",0,0,0,0,0,0
2024,"Annette Community Recreation Centre",34999449,"333 ANNETTE ST","Toronto","Ontario","M6P 1R3","Canada","Other - Recreation",20774,"100",702660.86,0,702660.86,33.8240521806104,21079.8258,1.01472156541831
2024,"Annette Street Library",35000296,"145 ANNETTE ST","Toronto","Ontario","M6P 1P3","Canada","Library",7806,"70",356003.43,13008.57,494934.9576,63.4044270561107,35669.56587,4.56950626056879
2024,"Archives and Records Centre",34999102,"255 SPADINA RD","Toronto","Ontario","M5R 2V3","Canada","Office",39590,"70",490337.14,34565.87,859500.6316,21.7100437383178,81111.15047,2.04877874387472
2024,"Armour Heights Community Centre",34999191,"2140 AVENUE RD","Toronto","Ontario","M5M 4M7","Canada","Community Center and Social Meeting Hall",19773,"100",196672.02,31074.19,528544.3692,26.7306108936428,65593.67959,3.31733574015071
2024,"Atlantic Ave Storage Bldg",34999103,"98 ATLANTIC AVE","Toronto","Ontario","M6K 1X9","Canada","Office",43002,"70",97020.78,29185.61,408723.0948,9.50474616994558,58976.18021,1.37147528510302
2024,"Beaches Employment & Social Services",34999105,"1631 QUEEN ST E","Toronto","Ontario","M4L 1G4","Canada","Office",25327,"70",280362.76,33732.46,640625.4328,25.2941695739724,73210.93846,2.89062812255695
2024,"Beaches Library",35000299,"2161 QUEEN ST E","Toronto","Ontario","M4L 1J1","Canada","Library",8000,"70",189634.23,17748.88,379192.2684,47.39903355,39784.62538,4.9730781725
2024,"Beaches Recreation Centre",34999451,"6 WILLIAMSON RD","Toronto","Ontario","M4E 1K5","Canada","Other - Recreation",14445,"100",404043.83,0,404043.83,27.9711893388716,12121.3149,0.839135680166147
2024,"Bloor Gladstone Library",35000302,"1101 BLOOR ST W","Toronto","Ontario","M6H 1M7","Canada","Library",20627,"70",495812.71,51003,1040524.75,50.4447932321714,112851.1443,5.47104010762593
2024,"Centre Island Police Division",35000273,"31 AVENUE OF THE ISLANDS","Toronto","Ontario","M5J 2C3","Canada","Police Station",1001,"168",18472.4,0,18472.4,18.4539460539461,554.172,0.553618381618382
2024,"Chaplin Crescent Storage",34999107,"329 CHAPLIN CRES","Toronto","Ontario","M5N 2M9","Canada","Office",18299,"70",286806.08,15246.06,449634.0008,24.5715066834253,37891.86366,2.07070679599978
2024,"Church Isabella Resident Coop",34999199,"56 WELLESLEY ST E","Toronto","Ontario","M4Y 1G2","Canada","Community Center and Social Meeting Hall",19106,"100",904.26,0,904.26,0.0473285878781535,27.1278,0.0014198576363446
2024,"City Hall",34999109,"100 QUEEN ST W","Toronto","Ontario","M5H 2N1","Canada","Office",780061,"70",10465799.26,3798.33,10506365.4244,13.4686459448684,321270.56973,0.411853136780329
2024,"City Hall Ancillary Office Building",34999110,"75 ELIZABETH ST","Toronto","Ontario","M5G 1P4","Canada","Office",14768,"70",197284.13,11773.11,323020.9448,21.8730325568797,28534.66821,1.932195843039
2024,"City Kids Early Learning & Child Care Centre",34999177,"34 BATHURST ST","Toronto","Ontario","M5V 3W3","Canada","Pre-school/Daycare",8460,"100",61298.49,10288.93,171184.2624,20.2345463829787,21603.98923,2.55366302955083
2024,"College Shaw Library",35000309,"766 COLLEGE ST","Toronto","Ontario","M6G 1C4","Canada","Library",7684,"70",163640.81,24026.27,420241.3736,54.6904442477876,51063.68897,6.64545665929204
