Year,Year_scaled,Property_Name,Portfolio_Manager_ID,Building_Type,GFA_sqft,Weekly_Operating_Hours,Electric_Grid_kWh,Natural_Gas_m3,ELEC_factor_used,EUI_ekWh_sqft,GHG_Intensity_kg_sqft,log_EUI,log_GHG_intensity,log_GFA,log_Hours
2017,0,Fire Station 335,34999363,Fire Station,4402,168.0,86053.891793,10310.150682,0.019,44.56299433820082,4.8707004552905495,3.7969037912563426,1.5832377574070051,8.389814262086407,5.123963979403259
2017,0,Fire Station 341,34999364,Fire Station,9268,168.0,77088.575684,26137.536452,0.019,38.437361349952525,5.575624780134658,3.649029938404524,1.7184043792526014,9.134322885552267,5.123963979403259
2017,0,Fire Station 342,34999365,Fire Station,3057,168.0,24192.21575,12072.284828,0.019,50.089701574432446,7.736510060136736,3.913815429564444,2.0459506892940253,8.025189321890835,5.123963979403259
2017,0,Fire Station 344,34999367,Fire Station,11238,168.0,68891.717935,21717.8975,0.019,26.76978672673073,3.828886255407101,3.287273890624572,1.342573965970638,9.327056171672144,5.123963979403259
2017,0,Fire Station 421,34999373,Fire Station,9461,168.0,104843.727832,24957.421849,0.019,39.254729223054646,5.278008476983088,3.6700719267294635,1.6635488441774342,9.154933364704444,5.123963979403259
2017,0,Fire Station 422,34999374,Fire Station,7944,168.0,62149.107412,16548.806129,0.019,30.071797189038264,4.150439276766994,3.403587762059774,1.4232141784642816,8.980172205725008,5.123963979403259
2017,0,Fire Station 423,34999375,Fire Station,12335,168.0,104212.370091,31114.590625,0.019,35.388423021159305,5.00617459443486,3.5663847333520926,1.6106720694359233,9.420196028963456,5.123963979403259
2017,0,Fire Station 424,34999376,Fire Station,5866,168.0,38844.395424,8792.862232,0.019,22.630781462966247,3.005307170257075,3.1193109912174193,1.1003797824825838,8.676928249537397,5.123963979403259
2017,0,Fire Station 425,34999377,Fire Station,7955,168.0,43547.229615,8860.411905,0.019,17.36975848653677,2.2436516193827782,2.8547306760997464,0.8081047257785262,8.981555940771887,5.123963979403259
2017,0,Fire Station 426,34999378,Fire Station,12486,168.0,159998.180521,31617.773978,0.019,39.85872229745635,5.107937629475973,3.6853412595156496,1.6307957277347382,9.43236329562169,5.123963979403259
2017,0,Fire Station 442,34999385,Fire Station,15479,168.0,201878.463981,19030.186967,0.019,26.172288958496026,2.609514825198398,3.264701177696048,0.9591643133261959,9.647239545573877,5.123963979403259
2017,0,Forestry W District Office,34999118,Office,8999,70.0,86176.777138,22131.600341,0.019,35.84201231024336,4.9063410401914656,3.579120733579744,1.5905284583390136,9.104868739033948,4.248495242049359
2017,0,Former Hydro Building,34999119,Office,22497,70.0,433208.672966,5095.970487,0.019,21.67549618914344,0.8010100943183979,3.076182414637267,-0.2218817298478685,10.021137245969499,4.248495242049359
2017,0,Gerrard Ashdale,35000324,Library,6501,70.0,59796.012643,6422.258334,0.019,19.748612774976156,2.07249384707445,2.983083249638526,0.7287526391806622,8.77971129020447,4.248495242049359
2017,0,Glenlong C.C & A.I.R,34999405,Community Center,10236,100.0,379096.201773,40695.749488,0.019,79.49656177264947,8.341086615878762,4.3757137725822846,2.1211934975574054,9.23366619727968,4.605170185988092
2017,0,Harrison Pool,34999459,Recreation,15263,100.0,238237.299055,97616.189656,0.019,83.91392285796239,12.582533513150823,4.429791545569344,2.5323096231379743,9.633186877915122,4.605170185988092
2017,0,Harwood Hall Community Ctr,34999220,Community Center,4306,100.0,26376.96035,11699.776263,0.019,35.144117705257784,5.335910926120065,3.5594572558955555,1.674459615468008,8.367764677924308,4.605170185988092
2017,0,Health Office,34999121,Office,2540,70.0,12945.063125,1065.239296,0.019,9.575519215070866,0.902472790153937,2.2592097597135887,-0.10261673864352401,7.8399193600125825,4.248495242049359
2017,0,High Park Library,35000327,Library,9494,70.0,161982.201126,17193.642043,0.019,36.40302276650937,3.8031017680637245,3.594651814230785,1.335816988531212,9.158415299111264,4.248495242049359
2017,0,Jane & Dundas,35000332,Library,11603,70.0,154552.694503,14783.104839,0.019,26.927195913429284,2.7005813661359994,3.293136776390213,0.9934670706231998,9.359018964347545,4.248495242049359
2017,0,Jimmie Simpson R.C,34999411,Recreation,43906,100.0,1095405.321322,205192.904243,0.019,74.8614207315,9.451743956541726,4.315638680809418,2.2461992701449858,10.689806263983868,4.605170185988092
2017,0,Joseph J. Piccininni R.C,34999461,Recreation,70030,100.0,1117362.288472,170006.069969,0.019,41.882437751548196,4.966607795108054,3.7348665923204503,1.6027370708791036,11.156679000649563,4.605170185988092
2017,0,Locke,35000338,Library,11647,70.0,183567.398709,62938.446677,0.019,73.4738567201305,10.680221227954666,4.2969296520632065,2.368393547545477,9.362803915102651,4.248495242049359
2017,0,Maria A Shchuka,35000341,Library,25475,70.0,256028.003452,20604.475283,0.019,18.688274758564866,1.7446802388314424,2.9278963089438195,0.5565712946404475,10.145452858090925,4.248495242049359
2017,0,Matty Eckler R.C,34999464,Recreation,47383,100.0,550506.9758060001,118031.785588,0.019,38.22228322153177,5.005987224423569,3.643418675948074,1.610634640953503,10.766018793563921,4.605170185988092
2017,0,McCormick R.C,34999463,Recreation,43099,100.0,1056331.176129,156606.785591,0.019,63.31682048866284,7.445925136702987,4.1481510203702525,2.0076669212370737,10.671255073966524,4.605170185988092
2017,0,Metro Hall,34999123,Office,787186,70.0,8690881.448355,0.0,0.019,11.040442091646701,0.20976839974128733,2.401565084580404,-1.5617512152352926,13.576219840009188,4.248495242049359
2017,0,Moss Park Arena,34999460,Recreation,22335,100.0,895681.278457,0.0,0.019,40.102139174255655,0.7619406443108574,3.6914296788810894,-0.27188662093460714,10.01391023378622,4.605170185988092
2017,0,Mount Dennis,35000346,Library,11345,70.0,136646.588406,7406.115142,0.019,19.016650341345088,1.4828939944906125,2.9453149291652028,0.393995580149572,9.336532397213942,4.248495242049359
2017,0,Mount Dennis Community Ctr,34999236,Community Center,3003,100.0,52765.719395,4727.622021,0.019,34.38452300342325,3.3580787781704964,3.5376065504470855,1.211369018228443,8.00736706798333,4.605170185988092
2017,0,Niagara C.C,34999238,Community Center,5296,100.0,69120.44392199999,0.0,0.019,13.051443338746221,0.2479774234361782,2.568898728323108,-1.3944175714925888,8.574707097616844,4.605170185988092
2017,0,North District Office,34999096,Office,66747,70.0,437159.118292,39868.871875,0.019,12.928800843738296,1.271879277262244,2.5594574463126665,0.24049555260119773,11.108664631432267,4.248495242049359
2017,0,Northern District,35000351,Library,114179,70.0,2686147.133355,131065.557138,0.019,35.78527823495424,2.6520965396074847,3.577536586344189,0.9753504742279836,11.645522671378654,4.248495242049359
2017,0,Oakwood Village,35000354,Library,17287,70.0,153880.2304,11805.533333,0.019,16.195020905677097,1.4810061844329843,2.7847038434947717,0.39272171112635834,9.757710052922787,4.248495242049359
2017,0,Palmerston,35000355,Library,8493,70.0,175675.458957,0.0,0.019,20.684735541858,0.393009975295302,3.029396014811486,-0.9339202850042103,9.04699757378001,4.248495242049359
2017,0,Pape Avenue Multiuse Building,34999138,Office,9365,70.0,85638.05483899999,23231.588544,0.019,35.63816556208435,4.939135572340096,3.573417129955927,1.5971903305318516,9.144734614878189,4.248495242049359
2017,0,Pape Danforth,35000356,Library,8181,70.0,146080.985693,11026.868333,0.019,32.25130662381616,2.928511526202176,3.4735585578882198,1.074494282412304,9.009569671513699,4.248495242049359
2017,0,Perth Dupont,35000359,Library,3627,70.0,23266.683667,4915.187684,0.019,20.88803091594155,2.7251564738453267,3.039176311477193,1.002525848061266,8.196161139282902,4.248495242049359
2017,0,Police Headquarters,35000285,Police Station,425000,168.0,10091337.604774,467349.732667,0.019,35.48854764625308,2.563562943397678,3.56921004292031,0.941398065635394,12.959844447906553,5.123963979403259
2017,0,Police Marine Hq,35000286,Police Station,23035,168.0,351780.720571,52486.61431800001,0.019,39.60658829985848,4.667272402679705,3.6789954756308276,1.5405748330980058,10.044770077370018,5.123963979403259
2017,0,Property Dept Workshop,34999127,Office,39170,70.0,119614.56185,106591.62402,0.019,32.11675022679602,5.285554925135819,3.4693777079573094,1.664977613835783,10.575666426659877,4.248495242049359
2017,0,Property Maintenance Office,34999132,Office,13487,70.0,127005.602241,27474.865227,0.019,31.173512483529322,4.092260884084378,3.439568775384536,1.4090976007209643,9.509481537516857,4.248495242049359
2017,0,Public Health HQ,34999128,Office,111385,70.0,1889680.717165,31349.151515,0.019,19.971177944473673,0.8630035793549401,2.9942901313903727,-0.14733644033495788,11.620747947498975,4.248495242049359
2017,0,Queen Street Office,34999105,Office,25327,70.0,312114.850573,37404.054285,0.019,28.096108908943023,3.0711639926707464,3.3356310937600786,1.1220566404467232,10.13962629934515,4.248495242049359
2017,0,Riverdale,35000363,Library,9655,70.0,154109.296988,16903.850209,0.019,34.660012140872084,3.6665326664175044,3.545586634572225,1.2992464379399582,9.175231194862615,4.248495242049359
2017,0,Rotherham Ave 15,34999390,Fire Station,23002,168.0,158350.286337,26789.851928,0.019,19.32292430780106,2.3681402049426574,2.961292179017773,0.8621049234373768,10.043336447652527,5.123963979403259
2017,0,Runnymede,35000364,Library,12034,70.0,135495.809516,20324.063145,0.019,29.29672626762506,3.4582803458824167,3.3774757783002216,1.2407714556587202,9.395491255780296,4.248495242049359
2017,0,Sanderson,35000366,Library,12701,70.0,181921.814292,24541.485306,0.019,34.9598360255161,3.9839939960927486,3.5541998604306855,1.3822848327163841,9.44943600950432,4.248495242049359
2017,0,Scadding Court Community Ctr,34999469,Community Center,46694,100.0,988592.842032,123554.451677,0.019,49.4314983925635,5.485316436161498,3.9005878402837326,1.7020747832502674,10.751370955745383,4.605170185988092
2017,0,Spadina Road,35000368,Library,3950,70.0,68558.816876,6533.50732,0.019,35.0219430515443,3.507211413256709,3.555974809371758,1.2548212525622695,8.281470857895167,4.248495242049359
2017,0,St Albans Boys Club,34999470,Recreation,23293,100.0,293723.183563,78792.214848,0.019,48.73670365086679,6.737671627128538,3.8864324146187585,1.9077144093249279,10.055908165231354,4.605170185988092
2017,0,St James Town C.C.,34999263,Community Center,41904,100.0,825809.715162,200732.434515,0.019,70.86750944497422,9.57658913925623,4.260812069619271,2.259321488841963,10.643136566747494,4.605170185988092
2017,0,St Lawrence,35000370,Library,4833,70.0,48401.374449,0.0,0.019,10.01476814587213,0.19028059477157044,2.3040608181630433,-1.6592554816526532,8.483222671845084,4.248495242049359
2017,0,Stan Wadlow Clubhouse,34999255,Recreation,10323,100.0,81505.725001,30262.25046,0.019,39.20435531471471,5.781496842844037,3.668787845591929,1.7546626185076915,9.24212969446559,4.605170185988092
2017,0,Toronto Reference Library,35000374,Library,416025,70.0,7946049.491871,427687.8504999999,0.019,30.079335941856858,2.3377520609483775,3.4038384224369165,0.8491898099278877,12.938500633591545,4.248495242049359
2017,0,Trinity Comm Rec Ctr,34999473,Recreation,36909,100.0,628900.041176,209104.846007,0.019,77.54585051154895,11.207009400465767,4.350869380925334,2.4165394218725877,10.516210702728278,4.605170185988092
2017,0,Wallace-Emerson C.C,34999420,Recreation,51882,100.0,990708.487968,121635.798824,0.019,44.13435911122007,4.8665400488087585,3.787238597266052,1.5823832223396601,10.856727188188485,4.605170185988092
2017,0,Waterfront Neighbourhood Centre,34999262,Community Center,123214,100.0,1229059.584552,72711.12653800001,0.019,16.277488077473667,1.3231467705454414,2.789783053674222,0.28001281665576033,11.721677959989071,4.605170185988092
2017,0,Weston,35000376,Library,11948,70.0,150449.447615,13198.182142,0.019,24.389524011680617,2.3612527117063107,3.194153696321143,0.8591922882527474,9.388319179336001,4.248495242049359
2017,0,Wychwood,35000379,Library,6383,70.0,166384.718273,7768.161291,0.019,39.06449645321636,2.8331423291865896,3.6652140353929283,1.0413864593275248,8.761393485256058,4.248495242049359
2017,0,York Civic Center,34999140,Office,72915,70.0,1241941.161548,98679.058534,0.019,31.48643635316629,2.9233950972121785,3.4495568611372724,1.072745645387493,11.197049658147666,4.248495242049359
2017,0,Yorkville,35000381,Library,9052,70.0,181956.274932,19866.724632,0.019,43.540973707662395,4.5980056608241275,3.773702419076378,1.525622657489455,9.110741006753427,4.248495242049359
2018,1,#11 Police Division - NEW,35000256,Police Station,62000,168.0,1123908.182613,35006.923864,0.03,24.15777628194387,1.628476551953774,3.1846063275202825,0.4876449470758542,11.03488966402723,5.123963979403259
2018,1,#55 Police Division,35000272,Police Station,23519,168.0,553936.11775,13229.038676,0.03,29.560025970903524,1.7871111369146648,3.3864229746622785,0.580600426137504,10.065563884101888,5.123963979403259
2018,1,Annette R.C,34999449,Community Center,20774,100.0,356478.09547,0.0,0.03,17.159819749205738,0.5147945924761721,2.8425705898791076,-0.663987307440874,9.941457483787756,4.605170185988092
2018,1,Annette Street,35000296,Library,7804,70.0,169948.244585,7814.298388,0.03,32.47116239990262,2.5768470708480264,3.4803523846702404,0.9465665860397053,8.962391701743002,4.248495242049359
2018,1,Archives and Records Centre,34999102,Office,39590,70.0,480158.208258,46939.289277,0.03,24.790851673057844,2.6414529161115685,3.210474700965548,0.9713291127848063,10.586331840100176,4.248495242049359
2018,1,Atlantic Ave Storage Bldg,34999103,Office,43002,70.0,105617.726288,26977.436363,0.03,9.156242654872797,1.2788285903437748,2.214435904018826,0.24594449511954874,10.669001905221974,4.248495242049359
2018,1,Beaches,35000299,Library,7804,70.0,113923.956437,10548.916136,0.03,29.03464643381343,3.034621551815223,3.3684898215090717,1.1100867221121318,8.962391701743002,4.248495242049359
2018,1,Beaches R.C,34999451,Recreation,14445,100.0,161322.837759,0.0,0.03,11.168074611214953,0.3350422383364486,2.4130592268013316,-1.0934986705186502,9.578103612900335,4.605170185988092
2018,1,Central Services Office,34999107,Office,18299,70.0,181378.16795,21082.354917,0.03,22.216389882701787,2.5105496931010984,3.1008302994859838,0.92050173040192,9.814601692527686,4.248495242049359
2018,1,City Hall,34999109,Office,780061,70.0,13448190.390591,0.0,0.03,17.239921481257234,0.517197644437717,2.847227710773739,-0.6593301865462428,13.567127400736117,4.248495242049359
2018,1,Danforth Coxwell,35000310,Library,9612,70.0,106006.322594,9829.566667,0.03,21.950280336824804,2.2953378324102163,3.0887799110489547,0.8308800363436945,9.17076759685636,4.248495242049359
2018,1,Davenport,35000311,Library,3606,100.0,81104.791063,0.0,0.03,22.491622590959512,0.6747486777287853,3.113142910587926,-0.393414986732056,8.190354403763262,4.605170185988092
2018,1,Davenport C.C,34999201,Community Center,2282,100.0,8260.675626,3775.388508,0.03,21.289143247782647,3.2867403999333917,3.0581972360939025,1.1898963137516076,7.732807530422021,4.605170185988092
2018,1,Deer Park,35000313,Library,16576,70.0,356160.543212,27183.790413,0.03,39.001171864312255,3.794937118709761,3.6635916934810986,1.333667841200373,9.71571114505921,4.248495242049359
2018,1,Dufferin St Clair,35000316,Library,11208,70.0,108205.928751,17816.588709,0.03,26.631611006702357,3.343312345870717,3.282098893929282,1.2069620358794664,9.324383088016843,4.248495242049359
2018,1,East York Civic Centre,34999114,Office,67544,70.0,1789712.880129,104399.566785,0.03,43.00456374204666,3.7641086432230106,3.761306243597766,1.3255110850746514,11.120534516349336,4.248495242049359
2018,1,Eastview Neighbourhood Comm Ctr,34999208,Community Center,25510,100.0,342962.810824,27415.050909,0.03,24.921817112196003,2.4677850694201884,3.2157436090857567,0.9033210153060349,10.146825811135857,4.605170185988092
2018,1,Evelyn Gregory,35000321,Library,6200,70.0,80490.468504,13247.891031,0.03,35.802894308883864,4.494179471882419,3.578028736755611,1.50278310885411,8.732304571033183,4.248495242049359
2018,1,Fairbank Memorial R.C.,34999214,Community Center,19364,100.0,258763.016717,39790.945121,0.03,35.30935295441437,4.348342082160245,3.5641478850602564,1.4697946419140149,9.871170951059584,4.605170185988092
2018,1,Fire Academy,34999302,Fire Station,61214,168.0,850405.151064,187895.647647,0.03,46.6744644678335,6.313256667785262,3.843197215721546,1.8426516555818657,11.022131200509191,5.123963979403259
2018,1,Fire Station 131,34999315,Fire Station,5845,168.0,76962.80258399999,16945.332955,0.03,44.12984748390077,5.964220476317365,3.7871363672115987,1.785778364079252,8.67334187390617,5.123963979403259
2018,1,Fire Station 132,34999316,Fire Station,7664,168.0,91107.25732899999,17140.004979,0.03,35.772770159801674,4.652814102887396,3.5771869939346543,1.537472219966274,8.944289319650697,5.123963979403259
2018,1,Fire Station 134,34999318,Fire Station,7126,168.0,41916.379894,13754.851658,0.03,26.497080494167832,3.8844458927642442,3.27703455689161,1.356980346302253,8.871505346165781,5.123963979403259
2018,1,Fire Station 135 - OLD,34999320,Fire Station,10592,168.0,32630.093569,25067.325945,0.03,28.356224949169185,4.638711853041446,3.344846580997318,1.5344367098161882,9.26785427817679,5.123963979403259
2018,1,Fire Station 224,34999335,Fire Station,3767,168.0,58792.835817,11637.272581,0.03,48.60071860421555,6.402703929548978,3.883638316892105,1.8567203901343095,8.23403420769204,5.123963979403259
2018,1,Fire Station 227,34999338,Fire Station,10484,168.0,72581.926376,19114.944706,0.03,26.395415474635634,3.7101551479879817,3.2731903388084738,1.3110736946096446,9.257605564443297,5.123963979403259
2018,1,Fire Station 311,34999349,Fire Station,12755,168.0,47248.64862599999,14600.884146,0.03,15.929916997669933,2.310133900685692,2.768198913467073,0.8373054885185596,9.453678630575912,5.123963979403259
2018,1,Fire Station 312,34999350,Fire Station,9806,168.0,108098.219054,25288.982206,0.03,38.5666478700877,5.284833916922905,3.6523878581525184,1.6648411934590484,9.190749722211178,5.123963979403259
2018,1,Fire Station 314,34999352,Fire Station,11937,168.0,50866.472308,24241.851517,0.03,25.950359932106892,4.029035011593952,3.2561854797317724,1.39352689606819,9.387398099095039,5.123963979403259
2018,1,Fire Station 322,34999355,Fire Station,7535,168.0,47289.372,15249.634115,0.03,27.89057257441274,4.076075420692104,3.3282887311673797,1.4051346187938285,8.927314111060596,5.123963979403259
2018,1,Fire Station 323,34999356,Fire Station,10236,168.0,108988.179059,38942.39764700001,0.03,51.27911156007817,7.627783436074349,3.937283487190844,2.0317972966789295,9.23366619727968,5.123963979403259
2018,1,Fire Station 324,34999357,Fire Station,13153,168.0,57169.67686,20924.551354,0.03,21.336872600982282,3.186433015801262,3.0604366841021973,1.1589021143057774,9.48440514846878,5.123963979403259
2018,1,Fire Station 325,34999358,Fire Station,10129,168.0,125354.586225,26531.655227,0.03,40.350741835261125,5.403094804799783,3.697609779559623,1.6869719014042268,9.223157875686796,5.123963979403259
2018,1,Fire Station 332,34999360,Fire Station,24865,168.0,281311.085667,73381.615249,0.03,42.83236422788337,6.008663400898412,3.7572939903812546,1.793202327956321,10.12121647114884,5.123963979403259
2018,1,Fire Station 334,34999362,Fire Station,13003,168.0,346143.165258,19776.690568,0.03,42.86381762087519,3.7203197368967165,3.758028057961062,1.313809615370186,9.47293537905132,5.123963979403259
2018,1,Fire Station 335,34999363,Fire Station,4402,168.0,86053.891793,10310.150682,0.03,44.56299433820082,5.085737440688777,3.7969037912563426,1.6264400417367293,8.389814262086407,5.123963979403259
2018,1,Fire Station 341,34999364,Fire Station,9268,168.0,77088.575684,26137.536452,0.03,38.437361349952525,5.667119636902461,3.649029938404524,1.7346809881173644,9.134322885552267,5.123963979403259
2018,1,Fire Station 342,34999365,Fire Station,3057,168.0,24192.21575,12072.284828,0.03,50.089701574432446,7.823560885537455,3.913815429564444,2.0571398071208797,8.025189321890835,5.123963979403259
2018,1,Fire Station 344,34999367,Fire Station,11238,168.0,68891.717935,21717.8975,0.03,26.76978672673073,3.8963189745105886,3.287273890624572,1.3600322547365802,9.327056171672144,5.123963979403259
2018,1,Fire Station 421,34999373,Fire Station,9461,168.0,104843.727832,24957.421849,0.03,39.254729223054646,5.39990690274696,3.6700719267294635,1.6863817131895698,9.154933364704444,5.123963979403259
2018,1,Fire Station 422,34999374,Fire Station,7944,168.0,62149.107412,16548.806129,0.03,30.071797189038264,4.236496701431143,3.403587762059774,1.4437366780490075,8.980172205725008,5.123963979403259
2018,1,Fire Station 423,34999375,Fire Station,12335,168.0,104212.370091,31114.590625,0.03,35.388423021159305,5.099108203758006,3.5663847333520926,1.6290656624319027,9.420196028963456,5.123963979403259
2018,1,Fire Station 424,34999376,Fire Station,5866,168.0,38844.395424,8792.862232,0.03,22.630781462966247,3.0781486891224,3.1193109912174193,1.1243283413072491,8.676928249537397,5.123963979403259
2018,1,Fire Station 425,34999377,Fire Station,7955,168.0,43547.229615,8860.411905,0.03,17.36975848653677,2.3038677759842865,2.8547306760997464,0.8345893522911302,8.981555940771887,5.123963979403259
2018,1,Fire Station 426,34999378,Fire Station,12486,168.0,159998.180521,31617.773978,0.03,39.85872229745635,5.24889389935672,3.6853412595156496,1.6580173685693382,9.43236329562169,5.123963979403259
2018,1,Fire Station 442,34999385,Fire Station,15479,168.0,201878.463981,19030.186967,0.03,26.172288958496026,2.752977781706635,3.264701177696048,1.0126831555527613,9.647239545573877,5.123963979403259
